This file contains the monthly mean baseline (background) methane (CH4) concentration
"measured at the Kennaook / Cape Grim Baseline Air Pollution Station (KCGBAPS), "
"located near the north-west tip of Tasmania, Australia."
"KCGBAPS is funded and managed by the Australian Bureau of Meteorology, and"
the scientific program is jointly supervised with CSIRO Oceans & Atmosphere.
Please acknowledge these two institutions if these data are used in publications or presentations.

For more information on Kennaook / Cape Grim please see:
http://www.csiro.au/greenhouse-gases/
https://www.csiro.au/en/Research/OandA/Areas/Assessing-our-climate/Greenhouse-gas-data
http://www.bom.gov.au/inside/cgbaps/

The CH4 units are parts per billion in dry air (ppb).

The most recent year of data is provided in this file on
a provisional basis only. These data may be subject to further revision. 
CSIRO & the Bureau make every effort to produce the most accurate and 
"precise measurements possible. However, they reserve the right to make"
corrections to the data based on recalibration of standard gases
or for other reasons deemed scientifically justified.
Please see the full terms & conditions at the end of this file.

Release Date: February 2026
 
YYYY,MM,DD,DATE,CH4(ppb),SD(ppb),GR(ppm/yr),Source
2014,10,15,2014.786300000000,1791.23,1.02300,13.1479,"in situ"
2014,11,15,2014.871230000000,1786.55,1.92200,11.9690,"in situ"
2014,12,15,2014.953420000000,1778.83,2.70300,9.54602,"in situ"
2015,1,15,2015.038360000000,1769.96,2.42200,8.71606,"in situ"
2015,2,15,2015.123290000000,1765.16,0.700000,9.33398,"in situ"
2015,3,15,2015.200000000000,1767.40,1.71400,9.74500,"in situ"
2015,4,15,2015.284930000000,1774.02,2.23300,9.52502,"in situ"
2015,5,15,2015.367120000000,1781.46,2.35600,9.34607,"in situ"
2015,6,15,2015.452050000000,1789.18,2.30200,9.31494,"in situ"
2015,7,15,2015.534250000000,1795.97,1.90200,8.93799,"in situ"
2015,8,15,2015.619180000000,1800.53,1.23300,8.65503,"in situ"
2015,9,15,2015.704110000000,1802.32,0.594000,8.35803,"in situ"
2015,10,15,2015.786300000000,1800.75,1.07400,6.78101,"in situ"
2015,11,15,2015.871230000000,1795.89,1.97600,6.21704,"in situ"
2015,12,15,2015.953420000000,1788.15,2.78500,7.16504,"in situ"
2016,1,15,2016.038250000000,1778.90,2.58400,6.30493,"in situ"
2016,2,15,2016.122950000000,1773.82,0.812000,4.75305,"in situ"
2016,3,15,2016.202190000000,1775.76,1.48900,4.76196,"in situ"
2016,4,15,2016.286890000000,1780.80,1.78700,4.71899,"in situ"
2016,5,15,2016.368850000000,1787.68,2.58100,3.03101,"in situ"
2016,6,15,2016.453550000000,1796.35,2.42000,1.37903,"in situ"
2016,7,15,2016.535520000000,1802.28,1.39700,1.67297,"in situ"
2016,8,15,2016.620220000000,1805.29,0.924000,2.29102,"in situ"
2016,9,15,2016.704920000000,1807.08,0.697000,1.65503,"in situ"
2016,10,15,2016.786890000000,1805.47,1.35100,2.75598,"in situ"
2016,11,15,2016.871580000000,1798.93,2.57100,5.59595,"in situ"
2016,12,15,2016.953550000000,1789.53,3.01600,6.78491,"in situ"
2017,1,15,2017.038360000000,1780.57,2.30800,7.87598,"in situ"
2017,2,15,2017.123290000000,1776.11,0.743000,9.41199,"in situ"
2017,3,15,2017.200000000000,1777.41,1.38000,9.51001,"in situ"
2017,4,15,2017.284930000000,1783.56,2.49700,9.51099,"in situ"
2017,5,15,2017.367120000000,1793.28,3.24000,10.7400,"in situ"
2017,6,15,2017.452050000000,1803.13,2.62100,11.8380,"in situ"
2017,7,15,2017.534250000000,1810.15,1.80400,12.1960,"in situ"
2017,8,15,2017.619180000000,1814.70,1.11900,12.5099,"in situ"
2017,9,15,2017.704110000000,1816.59,0.514000,12.7340,"in situ"
2017,10,15,2017.786300000000,1814.98,1.30600,13.0760,"in situ"
2017,11,15,2017.871230000000,1809.67,2.18500,12.8979,"in situ"
2017,12,15,2017.953420000000,1801.36,2.81300,11.7301,"in situ"
2018,1,15,2018.038360000000,1792.77,2.21700,10.9730,"in situ"
2018,2,15,2018.123290000000,1788.62,0.686000,11.1720,"in situ"
2018,3,15,2018.200000000000,1790.14,1.38200,11.5220,"in situ"
2018,4,15,2018.284930000000,1796.64,2.59200,11.2080,"in situ"
2018,5,15,2018.367120000000,1806.17,3.02400,10.1420,"in situ"
2018,6,15,2018.452050000000,1814.86,2.18700,9.12598,"in situ"
2018,7,15,2018.534250000000,1821.13,1.74000,8.63196,"in situ"
2018,8,15,2018.619180000000,1825.87,1.25300,8.43701,"in situ"
2018,9,15,2018.704110000000,1828.11,0.523000,7.89600,"in situ"
2018,10,15,2018.786300000000,1826.19,1.37200,6.25195,"in situ"
2018,11,15,2018.871230000000,1819.81,2.49300,4.19202,"in situ"
2018,12,15,2018.953420000000,1810.49,3.04300,3.92798,"in situ"
2019,1,15,2019.038360000000,1801.40,2.27300,4.81604,"in situ"
2019,2,15,2019.123290000000,1797.05,0.679000,5.07397,"in situ"
2019,3,15,2019.200000000000,1798.04,1.16900,4.88000,"in situ"
2019,4,15,2019.284930000000,1802.89,1.95400,5.27405,"in situ"
2019,5,15,2019.367120000000,1810.37,2.60600,6.11902,"in situ"
2019,6,15,2019.452050000000,1818.79,2.43700,6.37903,"in situ"
2019,7,15,2019.534250000000,1825.94,1.92600,6.06396,"in situ"
2019,8,15,2019.619180000000,1830.94,1.22100,5.83704,"in situ"
2019,9,15,2019.704110000000,1832.99,0.401000,6.39099,"in situ"
2019,10,15,2019.786300000000,1831.46,1.17900,6.56702,"in situ"
2019,11,15,2019.871230000000,1825.93,2.32400,6.60205,"in situ"
2019,12,15,2019.953420000000,1816.87,3.06700,7.56592,"in situ"
2020,1,15,2020.038250000000,1807.47,2.42800,8.46997,"in situ"
2020,2,15,2020.122950000000,1802.89,0.778000,8.78308,"in situ"
2020,3,15,2020.202190000000,1804.43,1.26600,9.46899,"in situ"
2020,4,15,2020.286890000000,1809.45,1.88700,10.3920,"in situ"
2020,5,15,2020.368850000000,1816.97,2.74300,11.5070,"in situ"
2020,6,15,2020.453550000000,1826.36,2.81100,12.5490,"in situ"
2020,7,15,2020.535520000000,1834.41,2.05900,12.6910,"in situ"
2020,8,15,2020.620220000000,1839.73,1.29600,13.3340,"in situ"
2020,9,15,2020.704920000000,1842.46,0.604000,15.6930,"in situ"
2020,10,15,2020.786890000000,1841.85,0.980000,17.7001,"in situ"
2020,11,15,2020.871580000000,1837.43,1.89400,17.5599,"in situ"
2020,12,15,2020.953550000000,1829.42,2.91300,17.2311,"in situ"
2021,1,15,2021.038360000000,1820.16,2.40900,17.5410,"in situ"
2021,2,15,2021.123290000000,1816.22,0.660000,17.6279,"in situ"
2021,3,15,2021.200000000000,1820.12,2.10500,17.8411,"in situ"
2021,4,15,2021.284930000000,1827.15,2.14600,18.2860,"in situ"
2021,5,15,2021.367120000000,1834.53,2.54900,18.3030,"in situ"
2021,6,15,2021.452050000000,1843.59,2.78700,18.3730,"in situ"
2021,7,15,2021.534250000000,1851.95,2.19800,19.4241,"in situ"
2021,8,15,2021.619180000000,1857.35,1.35900,19.5880,"in situ"
2021,9,15,2021.704110000000,1860.30,0.737000,17.5930,"in situ"
2021,10,15,2021.786300000000,1860.14,0.827000,17.2679,"in situ"
2021,11,15,2021.871230000000,1855.74,1.95800,18.8821,"in situ"
2021,12,15,2021.953420000000,1847.79,2.71400,17.9390,"in situ"
2022,1,15,2022.038360000000,1839.58,2.05500,16.5031,"in situ"
2022,2,15,2022.123290000000,1835.81,0.711000,17.2371,"in situ"
2022,3,15,2022.200000000000,1837.72,1.55400,17.3130,"in situ"
2022,4,15,2022.284930000000,1844.42,2.58300,16.5710,"in situ"
2022,5,15,2022.367120000000,1853.41,2.81000,16.4590,"in situ"
2022,6,15,2022.452050000000,1861.53,2.19400,16.8690,"in situ"
2022,7,15,2022.534250000000,1868.46,2.10900,16.0359,"in situ"
2022,8,15,2022.619180000000,1874.59,1.62800,14.9480,"in situ"
2022,9,15,2022.704110000000,1877.61,0.705000,15.5189,"in situ"
2022,10,15,2022.786300000000,1876.71,0.943000,15.2980,"in situ"
2022,11,15,2022.871230000000,1872.19,1.87500,13.7589,"in situ"
2022,12,15,2022.953420000000,1864.66,2.70600,13.0031,"in situ"
2023,1,15,2023.038360000000,1855.62,2.52100,12.5990,"in situ"
2023,2,15,2023.123290000000,1850.76,0.721000,11.8550,"in situ"
2023,3,15,2023.200000000000,1853.24,1.75700,11.1639,"in situ"
2023,4,15,2023.284930000000,1859.72,2.16500,10.9420,"in situ"
2023,5,15,2023.367120000000,1867.17,2.38200,11.1471,"in situ"
2023,6,15,2023.452050000000,1874.53,2.12700,10.0759,"in situ"
2023,7,15,2023.534250000000,1881.06,1.96600,8.24805,"in situ"
2023,8,15,2023.619180000000,1886.45,1.45600,6.28699,"in situ"
2023,9,15,2023.704110000000,1888.78,0.483000,4.17407,"in situ"
2023,10,15,2023.786300000000,1887.65,0.950000,3.66907,"in situ"
2023,11,15,2023.871230000000,1883.34,1.90000,4.25708,"in situ"
2023,12,15,2023.953420000000,1874.73,3.22400,4.52600,"in situ"
2024,1,15,2024.038250000000,1863.86,3.00700,3.96997,"in situ"
2024,2,15,2024.122950000000,1857.05,1.25200,3.38000,"in situ"
2024,3,15,2024.202190000000,1857.41,1.28700,4.17700,"in situ"
2024,4,15,2024.286890000000,1863.39,2.31100,5.41492,"in situ"
2024,5,15,2024.368850000000,1871.43,2.50400,6.13196,"in situ"
2024,6,15,2024.453550000000,1879.06,2.11700,6.97607,"in situ"
2024,7,15,2024.535520000000,1885.03,1.64700,7.97302,"in situ"
2024,8,15,2024.620220000000,1889.83,1.34700,8.90503,"in situ"
2024,9,15,2024.704920000000,1892.95,0.772000,10.1329,"in situ"
2024,10,15,2024.786890000000,1893.07,0.714000,10.1010,"in situ"
2024,11,15,2024.871580000000,1889.47,1.73900,8.60803,"in situ"
2024,12,15,2024.953550000000,1881.71,2.89400,8.44189,"in situ"
2025,1,15,2025.038360000000,1871.84,2.79100,9.96399,"in situ"
2025,2,15,2025.123290000000,1865.95,0.897000,10.0670,"in situ"
2025,3,15,2025.200000000000,1867.54,1.59500,8.31006,"in situ"
2025,4,15,2025.284930000000,1873.49,1.94500,6.73804,"in situ"
2025,5,15,2025.367120000000,1880.03,2.17500,5.36401,"in situ"
2025,6,15,2025.452050000000,1887.50,2.39900,3.84497,"in situ"
2025,7,15,2025.534250000000,1894.99,2.06300,3.51501,"in situ"
2025,8,15,2025.619180000000,1899.89,1.07800,NaN,"in situ"
2025,9,15,2025.704110000000,1901.27,0.463000,NaN,"in situ"
2025,10,15,2025.786300000000,1899.81,1.03700,NaN,"in situ"
2025,11,15,2025.871230000000,1894.84,2.17900,NaN,"in situ"
2025,12,15,2025.953420000000,1885.56,3.31200,NaN,"in situ"
2026,1,15,2026.038360000000,1875.35,2.52900,NaN,"in situ"
 
 ,
Terms of Use,
,
1. Terminology ,
Content means the content of the site [http://www.csiro.au/greenhouse-gases] including ,
"but not limited to, data, information, databases, images and material.",
,
"you/user means you as a website user, or Content/data user.",
,
2. Using Content ,
"CSIRO reserves the right to make corrections, revisions, updates and improvements to any ",
Content on this site but is under no obligation to do so.,
,
"Without limiting the foregoing, the most recent year of data is provided in this site on",
a provisional basis only and may be subject to further revision.,
,
"If you use or download Content from this site, you acknowledge that such Content:",
    - may contain statements based on scientific research and comprises data collected by ,
      CSIRO and third parties; ,
"    - is not professional, scientific, medical, technical or expert advice and is subject ",
      to the usual uncertainties of advanced scientific and technical research; ,
    - should not be relied upon as the basis for doing or failing to do something. ,
,
References or links to third party data are provided for information and convenience only ,
and do not mean that CSIRO endorses or approves that data.,
,
"Any use of the Content must acknowledge the source of the Information as 'CSIRO Environment ",
and the Australian Bureau of Meteorology (Kennaook / Cape Grim Baseline Air ,
"Pollution Station)' and include a statement that CSIRO and the Australian Bureau of ",
"Meteorology give no warranty regarding the accuracy, completeness, currency or suitability ",
for any particular purpose and accept no liability in respect of data.,
,
The Content on this site must not be distributed or disseminated to third parties without ,
the attachment of the Terms of Use.,
,
3. Grant of licence ,
"CSIRO grants you a royalty-free, non-exclusive, non-transferable licence to use, reproduce, ",
adapt or communicate the Content on this site for any purpose other than a commercial ,
"purpose. For the purposes of this licence, 'commercial purpose' means to sell, hire, ",
"exchange or otherwise exploit the Content (whether in its original or adapted form, or ",
incorporated in products or services) for profit or gain.,
,
The rights granted under this licence are personal to the user and are not sub-licensable ,
or capable of assignment.,
,
4. Disclaimer ,
If you use or download any Content from this site you accept all risks and responsibility ,
"for losses, damages, costs and other consequences resulting directly or indirectly from ",
using the Content.,
,
"To the maximum extent permitted by law, CSIRO excludes any and all liability to any person ",
"for any consequences, including but not limited to all losses, damages, costs, expenses and",
"any other compensation, arising directly or indirectly from using the Content.",
,
"Every effort has been made to ensure the accuracy of the Content on this site, however ",
"CSIRO does not warrant the accuracy and reliability of the Content and, to the extent ",
"permitted by law, does not guarantee or make any express or implied representation regarding ",
"the accuracy, reliability, correctness, fitness for use for any purpose whatsoever of the ",
Content. Any use and/or interpretation of the Content is done so entirely at the users own risk.,
,
5. Whole agreement ,
Use of this site is subject also to CSIROs Legal Notice and Disclaimer ,
(http://www.csiro.au/org/LegalNoticeAndDisclaimer.html). By using this site and the Content ,
"available on and through it, you are agreeing to be bound by these Terms of Use and the ",
"Legal Notice and Disclaimer. If there is any conflict then these Terns of Use will prevail, ",
but only to the extent that it applies to the particular Content and to the extent ,
necessary to resolve any conflict.,
,
"CSIRO may change these Terms of Use at any time without giving you notice, so please check ",
them each time you visit the site (http://www.csiro.au/greenhouse-gases).,
